ID,운동명(한글),운동명(영문),대분류,소분류,주동근,보조근,기구,운동유형,난이도
1152,컨티뉴어스 브로드 점프,Continuous Broad Jump,전신,플라이오메트릭,둔근·대퇴사두,햄스트링,맨몸,Compound,Advanced
1153,트리플 언더,Triple Under,유산소,컨디셔닝,비복근,어깨,기타,Compound,Advanced
1154,버피 브로드 점프,Burpee Broad Jump,전신,컨디셔닝,대퇴사두·대흉근,코어,맨몸,Compound,Advanced
1155,라더 인앤아웃,Ladder In-and-Out,유산소,민첩성,비복근·대퇴사두,고관절굴근,맨몸,Compound,Beginner
1156,라더 아이키 셔플,Ladder Icky Shuffle,유산소,민첩성,대퇴사두·둔근,내전근,맨몸,Compound,Intermediate
1157,콘 위브,Cone Weave,유산소,민첩성,대퇴사두·둔근,중둔근,맨몸,Compound,Beginner
1158,박스 드릴,Box Drill,유산소,민첩성,대퇴사두·둔근,중둔근,맨몸,Compound,Intermediate
1159,스타 드릴,Star Drill,유산소,민첩성,대퇴사두·둔근,중둔근,맨몸,Compound,Intermediate
1160,백워드 슬레드 드래그,Backward Sled Drag,하체,컨디셔닝,대퇴사두,둔근·비복근,슬레드,Compound,Intermediate
1161,라테럴 슬레드 드래그,Lateral Sled Drag,하체,컨디셔닝,중둔근·내전근,대퇴사두,슬레드,Compound,Intermediate
1162,배틀로프 인앤아웃,Battle Rope In-and-Out,전신,컨디셔닝,어깨,코어·전완근,배틀로프,Compound,Intermediate
1163,배틀로프 사이드 투 사이드,Battle Rope Side-to-Side,전신,컨디셔닝,어깨·복사근,전완근,배틀로프,Compound,Intermediate
1164,배틀로프 점프 슬램,Battle Rope Jumping Slam,전신,컨디셔닝,어깨·대퇴사두,코어,배틀로프,Compound,Advanced
1165,로프 클라임,Rope Climb,전신,기능성,광배근·이두근,전완근·코어,기타,Compound,Advanced
1166,페그보드 클라임,Pegboard Climb,전신,기능성,광배근·전완근,이두근,기타,Compound,Advanced
1167,타이어 점프 인앤아웃,Tire Jump In-and-Out,전신,플라이오메트릭,대퇴사두·둔근,비복근,기타,Compound,Intermediate
1168,사이드 월 볼,Side Wall Ball,전신,컨디셔닝,복사근·대퇴사두,어깨,메디신볼,Compound,Intermediate
1169,데드볼 오버 숄더 토스,Dead Ball Over-Shoulder Toss,전신,파워,둔근·척추기립근,어깨,메디신볼,Compound,Advanced
1170,샌드백 캐리 인터벌,Sandbag Carry Interval,전신,컨디셔닝,코어·승모근,전완근·둔근,기타,Compound,Intermediate
1171,아쿠아 조깅,Aqua Jogging,유산소,수중,대퇴사두·둔근,햄스트링,기타,Compound,Beginner
1172,풀 워킹,Pool Walking,유산소,수중,대퇴사두,둔근,기타,Compound,Beginner
1173,워터 에어로빅,Water Aerobics,유산소,수중,전신,코어,기타,Compound,Beginner
1174,백워드 몬스터 워크,Backward Monster Walk,하체,재활,중둔근,대둔근,밴드,Isolation,Beginner
1175,밴드 라테럴 워크,Band Lateral Walk,하체,재활,중둔근,대둔근,밴드,Isolation,Beginner
1176,밴드 X 워크,Band X-Walk,하체,재활,중둔근,내전근,밴드,Isolation,Beginner
1177,글루트 액티베이션 브릿지,Glute Activation Bridge,하체,재활,둔근,햄스트링,밴드,Isolation,Beginner
1178,시티드 밴드 어브덕션,Seated Band Abduction,하체,재활,중둔근,대둔근,밴드,Isolation,Beginner
1179,시티드 밴드 풀어파트,Seated Band Pull-Apart,어깨,재활,후면삼각근,능형근,밴드,Isolation,Beginner
1180,밴드 오버헤드 스쿼트,Band Overhead Squat,전신,모빌리티,대퇴사두·삼각근,코어,밴드,Compound,Beginner
1181,라크로스볼 글루트 릴리즈,Lacrosse Ball Glute Release,하체,재활,둔근,이상근,기타,Isolation,Beginner
1182,라크로스볼 풋 릴리즈,Lacrosse Ball Foot Release,하체,재활,족저근막,발내재근,기타,Isolation,Beginner
1183,라크로스볼 페크 릴리즈,Lacrosse Ball Pec Release,가슴,재활,대흉근,소흉근,기타,Isolation,Beginner
1184,넥 아이소메트릭 홀드,Neck Isometric Hold,목,재활,경부근,승모근,맨몸,Isolation,Beginner
1185,밴드 앵클 도르시플렉션,Band Ankle Dorsiflexion,하체,재활,전경골근,-,밴드,Isolation,Beginner
1186,숄더 플렉션 스트레치,Shoulder Flexion Stretch,어깨,스트레칭,삼각근,광배근,맨몸,Isolation,Beginner
1187,숄더 익스텐션 스트레치,Shoulder Extension Stretch,어깨,스트레칭,전면삼각근,대흉근,맨몸,Isolation,Beginner
1188,시티드 흉추 로테이션,Seated Thoracic Rotation,등,모빌리티,흉추기립근,복사근,맨몸,Isolation,Beginner
1189,넥 리트랙션,Neck Retraction,목,재활,경부심부굴근,-,맨몸,Isolation,Beginner
1190,친 턱,Chin Tuck,목,재활,경부심부굴근,-,맨몸,Isolation,Beginner
1191,프레이어 스트레치,Prayer Stretch,팔,스트레칭,전완 굴근,-,맨몸,Isolation,Beginner
1192,리버스 프레이어 스트레치,Reverse Prayer Stretch,팔,스트레칭,전완 신근,-,맨몸,Isolation,Beginner
1193,핑거 익스텐션 스트레치,Finger Extension Stretch,팔,스트레칭,전완 굴근,-,맨몸,Isolation,Beginner
1194,다이나믹 힙 플렉서 스트레치,Dynamic Hip Flexor Stretch,하체,모빌리티,고관절굴근,대퇴사두,맨몸,Isolation,Beginner
1195,다이나믹 햄스트링 스트레치,Dynamic Hamstring Stretch,하체,모빌리티,햄스트링,비복근,맨몸,Isolation,Beginner
1196,다이나믹 글루트 스트레치,Dynamic Glute Stretch,하체,모빌리티,둔근,이상근,맨몸,Isolation,Beginner
1197,앵클 서클,Ankle Circle,하체,모빌리티,발목,비복근,맨몸,Isolation,Beginner
1198,풋 아치 도밍,Foot Arch Doming,하체,재활,발내재근,전경골근,맨몸,Isolation,Beginner
1199,빅 토 익스텐션,Big Toe Extension,하체,재활,무지신근,발내재근,맨몸,Isolation,Beginner
1200,스파인 와브,Spinal Wave,등,모빌리티,척추기립근,복직근,맨몸,Isolation,Beginner
1201,D핸들 케이블 로우,D-Handle Cable Row,등,광배근,광배근,이두근,케이블,Compound,Beginner
1202,로프 케이블 로우,Rope Cable Row,등,광배근,광배근·후면삼각근,능형근,케이블,Compound,Beginner
1203,와이드 바 케이블 로우,Wide-Bar Cable Row,등,광배근,광배근·후면삼각근,능형근,케이블,Compound,Beginner
1204,싱글 로프 케이블 컬,Single Rope Cable Curl,팔,이두근,이두근,전완근,케이블,Isolation,Beginner
1205,EZ바 케이블 푸시다운,EZ-Bar Cable Pushdown,팔,삼두근,삼두근,-,케이블,Isolation,Beginner
1206,로프 케이블 킥백,Rope Cable Kickback,팔,삼두근,삼두근,-,케이블,Isolation,Beginner
1207,리버스 그립 EZ 푸시다운,Reverse-Grip EZ Pushdown,팔,삼두근,삼두근 내측두,-,케이블,Isolation,Beginner
1208,스트레이트 바 페이스 풀,Straight-Bar Face Pull,어깨,후면삼각근,후면삼각근,능형근,케이블,Isolation,Beginner
1209,프론트 케이블 슈러그,Front Cable Shrug,등,승모근,상부승모근,전완근,케이블,Isolation,Beginner
1210,스트레이트 바 케이블 풀오버,Straight-Bar Cable Pullover,등,광배근,광배근,대원근,케이블,Isolation,Intermediate
1211,케이블 리어 델트 로우,Cable Rear Delt Row,어깨,후면삼각근,후면삼각근,능형근,케이블,Compound,Intermediate
1212,와이드 그립 케이블 업라이트 로우,Wide-Grip Cable Upright Row,어깨,측면삼각근,측면삼각근,승모근,케이블,Compound,Beginner
1213,크로스보디 케이블 레이즈,Cross-Body Cable Raise,어깨,전면삼각근,전면삼각근,측면삼각근,케이블,Isolation,Intermediate
1214,케이블 데드리프트,Cable Deadlift,하체,둔근,둔근·햄스트링,척추기립근,케이블,Compound,Beginner
1215,앵클 스트랩 케이블 힙 어브덕션,Ankle-Strap Cable Hip Abduction,하체,중둔근,중둔근,대둔근,케이블,Isolation,Beginner
1216,케이블 힙 플렉션,Cable Hip Flexion,하체,고관절굴근,고관절굴근,대퇴사두,케이블,Isolation,Beginner
1217,케이블 니 레이즈,Cable Knee Raise,코어,복직근,복직근 하부,고관절굴근,케이블,Isolation,Intermediate
1218,케이블 리프트,Cable Lift,코어,복사근,복사근,복직근,케이블,Compound,Intermediate
1219,케이블 트위스트,Cable Twist,코어,복사근,복사근,복직근,케이블,Isolation,Beginner
1220,케이블 풀 어파트,Cable Pull-Apart,어깨,후면삼각근,후면삼각근,능형근,케이블,Isolation,Beginner
1221,덤벨 Z 프레스,Dumbbell Z Press,어깨,전면삼각근,전면삼각근,코어·삼두근,덤벨,Compound,Advanced
1222,덤벨 시소 프레스,Dumbbell Seesaw Press,어깨,전면삼각근,전면삼각근,코어,덤벨,Compound,Intermediate
1223,시티드 아놀드 프레스,Seated Arnold Press,어깨,전면삼각근,전면·측면삼각근,삼두근,덤벨,Compound,Intermediate
1224,얼터네이팅 인클라인 덤벨 컬,Alternating Incline Dumbbell Curl,팔,이두근,이두근 장두,전완근,덤벨,Isolation,Intermediate
1225,와이드 덤벨 컬,Wide Dumbbell Curl,팔,이두근,이두근 단두,전완근,덤벨,Isolation,Beginner
1226,덤벨 스컬크러셔,Dumbbell Skull Crusher,팔,삼두근,삼두근,-,덤벨,Isolation,Intermediate
1227,덤벨 JM 프레스,Dumbbell JM Press,팔,삼두근,삼두근,대흉근,덤벨,Compound,Advanced
1228,덤벨 풀오버 투 프레스,Dumbbell Pullover to Press,가슴,중부가슴,대흉근,광배근·삼두근,덤벨,Compound,Intermediate
1229,치트 컬,Cheat Curl,팔,이두근,이두근,전완근·척추기립근,바벨,Compound,Intermediate
1230,바벨 7s 컬,Barbell 7s Curl,팔,이두근,이두근,전완근,바벨,Isolation,Intermediate
1231,케틀벨 사이드 프레스,Kettlebell Side Press,어깨,전면삼각근,전면삼각근·복사근,삼두근,케틀벨,Compound,Advanced
1232,케틀벨 벤트 프레스,Kettlebell Bent Press,전신,복사근,복사근·어깨,햄스트링,케틀벨,Compound,Advanced
1233,케틀벨 트라이셉스 익스텐션,Kettlebell Triceps Extension,팔,삼두근,삼두근 장두,-,케틀벨,Isolation,Beginner
1234,케틀벨 컨센트레이션 컬,Kettlebell Concentration Curl,팔,이두근,이두근,전완근,케틀벨,Isolation,Beginner
1235,메이스 360,Mace 360,전신,코어,어깨·코어,전완근,기타,Compound,Advanced
1236,메이스 10 투 2,Mace 10-to-2,전신,코어,어깨·코어,전완근,기타,Compound,Intermediate
1237,클럽벨 스윙,Clubbell Swing,전신,어깨,어깨·전완근,코어,기타,Compound,Intermediate
1238,슬램볼 스쿼트,Slam Ball Squat,하체,대퇴사두,대퇴사두·둔근,코어,메디신볼,Compound,Beginner
1239,통나무 캐리,Log Carry,전신,코어,코어·승모근,전완근,기타,Compound,Intermediate
1240,케그 캐리,Keg Carry,전신,코어,코어·둔근,전완근,기타,Compound,Intermediate
1241,컨버징 인클라인 프레스 머신,Converging Incline Press Machine,가슴,상부가슴,대흉근 상부,삼두근,머신,Compound,Beginner
1242,컨버징 디클라인 프레스 머신,Converging Decline Press Machine,가슴,하부가슴,대흉근 하부,삼두근,머신,Compound,Beginner
1243,아이소레터럴 인클라인 로우,Iso-Lateral Incline Row,등,광배근,광배근,후면삼각근,머신,Compound,Beginner
1244,아이소레터럴 프론트 풀다운,Iso-Lateral Front Pulldown,등,광배근,광배근,이두근,머신,Compound,Beginner
1245,아이소레터럴 숄더 프레스,Iso-Lateral Shoulder Press,어깨,전면삼각근,전면삼각근,삼두근,머신,Compound,Beginner
1246,아이소레터럴 레그 프레스,Iso-Lateral Leg Press,하체,대퇴사두,대퇴사두·둔근,햄스트링,머신,Compound,Beginner
1247,아이소레터럴 로우 로우,Iso-Lateral Low Row,등,광배근,광배근 하부,이두근,머신,Compound,Beginner
1248,아이소레터럴 하이 로우,Iso-Lateral High Row,등,광배근,광배근 상부,후면삼각근,머신,Compound,Beginner
1249,펜듈럼 레그 프레스,Pendulum Leg Press,하체,대퇴사두,대퇴사두·둔근,햄스트링,머신,Compound,Intermediate
1250,벨트 스쿼트 머신,Belt Squat Machine,하체,대퇴사두,대퇴사두·둔근,햄스트링,머신,Compound,Intermediate
1251,글루트 햄 디벨로퍼 머신,Glute-Ham Developer Machine,하체,햄스트링,햄스트링·둔근,척추기립근,머신,Compound,Advanced
1252,호리즌탈 백 익스텐션 머신,Horizontal Back Extension Machine,등,척추기립근,척추기립근,둔근,머신,Isolation,Beginner
1253,플레이트 로디드 시티드 카프,Plate-Loaded Seated Calf,하체,가자미근,가자미근,비복근,머신,Isolation,Beginner
1254,닐링 레그 컬 머신,Kneeling Leg Curl Machine,하체,햄스트링,햄스트링,비복근,머신,Isolation,Beginner
1255,컨버징 로우 머신,Converging Row Machine,등,광배근,광배근·능형근,이두근,머신,Compound,Beginner
1256,어시스티드 풀업 머신,Assisted Pull-Up Machine,등,광배근,광배근,이두근,머신,Compound,Beginner
1257,플레이트 로디드 프리처 컬,Plate-Loaded Preacher Curl,팔,이두근,이두근 단두,전완근,머신,Isolation,Beginner
1258,머신 라잉 트라이셉스 익스텐션,Machine Lying Triceps Extension,팔,삼두근,삼두근,-,머신,Isolation,Beginner
1259,버티컬 체스트 프레스 머신,Vertical Chest Press Machine,가슴,중부가슴,대흉근,삼두근,머신,Compound,Beginner
1260,로우 풀리 로우 머신,Low Pulley Row Machine,등,광배근,광배근 하부,이두근,머신,Compound,Beginner
1261,엘리베이티드 파이크 푸시업,Elevated Pike Push-Up,어깨,전면삼각근,전면삼각근,삼두근,맨몸,Compound,Advanced
1262,핑거팁 푸시업,Fingertip Push-Up,가슴,중부가슴,대흉근,전완근,맨몸,Compound,Advanced
1263,너클 푸시업,Knuckle Push-Up,가슴,중부가슴,대흉근,전완근,맨몸,Compound,Intermediate
1264,타입라이터 푸시업,Typewriter Push-Up,가슴,중부가슴,대흉근,삼두근,맨몸,Compound,Advanced
1265,슬라이더 푸시업,Slider Push-Up,가슴,중부가슴,대흉근,삼두근·코어,기타,Compound,Intermediate
1266,슬라이더 플라이,Slider Fly,가슴,중부가슴,대흉근,코어,기타,Isolation,Advanced
1267,슬라이더 니 턱,Slider Knee Tuck,코어,복직근,복직근,어깨,기타,Compound,Intermediate
1268,링 머슬업,Ring Muscle-Up,전신,기능성,광배근·대흉근,이두근·삼두근,TRX,Compound,Advanced
1269,링 로우,Ring Row,등,광배근,광배근·능형근,이두근,TRX,Compound,Beginner
1270,링 풀업,Ring Pull-Up,등,광배근,광배근,이두근,TRX,Compound,Advanced
1271,링 페이스 풀,Ring Face Pull,어깨,후면삼각근,후면삼각근,능형근,TRX,Isolation,Beginner
1272,링 트라이셉스 익스텐션,Ring Triceps Extension,팔,삼두근,삼두근,코어,TRX,Isolation,Intermediate
1273,링 비셉스 컬,Ring Biceps Curl,팔,이두근,이두근,전완근,TRX,Isolation,Beginner
1274,싱글 레그 박스 스쿼트,Single-Leg Box Squat,하체,대퇴사두,대퇴사두·둔근,코어,맨몸,Compound,Intermediate
1275,월 싯 마치,Wall Sit March,하체,대퇴사두,대퇴사두,고관절굴근,맨몸,Isolation,Intermediate
1276,스텝 카프 레이즈,Step Calf Raise,하체,비복근,비복근,가자미근,맨몸,Isolation,Beginner
1277,라잉 레그 레이즈,Lying Leg Raise,코어,복직근,복직근 하부,고관절굴근,맨몸,Isolation,Beginner
1278,힐 터치,Heel Touch,코어,복사근,복사근,복직근,맨몸,Isolation,Beginner
1279,데드버그 익스텐션,Dead Bug Extension,코어,복횡근,복횡근·복직근,고관절굴근,맨몸,Isolation,Beginner
1280,쿼드러페드 힙 익스텐션,Quadruped Hip Extension,하체,둔근,대둔근,햄스트링,맨몸,Isolation,Beginner
1281,니 투 체스트 스트레치,Knee-to-Chest Stretch,하체,스트레칭,둔근,척추기립근,맨몸,Isolation,Beginner
1282,더블 니 투 체스트,Double Knee-to-Chest,등,스트레칭,척추기립근,둔근,맨몸,Isolation,Beginner
1283,라잉 글루트 스트레치,Lying Glute Stretch,하체,스트레칭,둔근,이상근,맨몸,Isolation,Beginner
1284,스탠딩 IT밴드 스트레치,Standing IT Band Stretch,하체,스트레칭,장경인대,대퇴근막장근,맨몸,Isolation,Beginner
1285,스트래들 스트레치,Straddle Stretch,하체,스트레칭,내전근·햄스트링,고관절,맨몸,Isolation,Intermediate
1286,사이드 스플릿 스트레치,Side Split Stretch,하체,스트레칭,내전근,햄스트링,맨몸,Isolation,Advanced
1287,프론트 스플릿 스트레치,Front Split Stretch,하체,스트레칭,고관절굴근·햄스트링,둔근,맨몸,Isolation,Advanced
1288,스텝 카프 스트레치,Step Calf Stretch,하체,스트레칭,비복근,가자미근,맨몸,Isolation,Beginner
1289,스케일렌 넥 스트레치,Scalene Neck Stretch,목,스트레칭,사각근,흉쇄유돌근,맨몸,Isolation,Beginner
1290,펙 마이너 스트레치,Pec Minor Stretch,가슴,스트레칭,소흉근,대흉근,맨몸,Isolation,Beginner
1291,바이셉스 스트레치,Biceps Stretch,팔,스트레칭,이두근,전면삼각근,맨몸,Isolation,Beginner
1292,핑거 스트레치,Finger Stretch,팔,스트레칭,전완 굴근·신근,-,맨몸,Isolation,Beginner
1293,스탠딩 백 익스텐션 스트레치,Standing Back Extension Stretch,등,스트레칭,척추기립근,복직근,맨몸,Isolation,Beginner
1294,사이드 리칭 차일드 포즈,Side-Reaching Child's Pose,등,스트레칭,광배근,척추기립근,맨몸,Isolation,Beginner
1295,시티드 사이드 스트레치,Seated Side Stretch,코어,스트레칭,복사근,광배근,맨몸,Isolation,Beginner
1296,닐링 햄스트링 스트레치,Kneeling Hamstring Stretch,하체,스트레칭,햄스트링,비복근,맨몸,Isolation,Beginner
1297,사이드 라잉 쿼드 스트레치,Side-Lying Quad Stretch,하체,스트레칭,대퇴사두,고관절굴근,맨몸,Isolation,Beginner
1298,폼롤러 TFL 릴리즈,Foam Roller TFL Release,하체,스트레칭,대퇴근막장근,장경인대,기타,Isolation,Beginner
1299,폼롤러 펙 릴리즈,Foam Roller Pec Release,가슴,스트레칭,대흉근,소흉근,기타,Isolation,Beginner
1300,폼롤러 척추기립근 릴리즈,Foam Roller Erector Release,등,스트레칭,척추기립근,요방형근,기타,Isolation,Beginner
